"size_cat","dist_cat","renovated","location","size","dist_km","price"
"Small","Near",-1,-1,0.168539325842697,0.277385932680283,678455.129859949
"Small","Near",-1,-1,0.191011235955056,1.62433297942709,683029.759589199
"Small","Near",-1,-1,0.213483146067416,0.647848204972707,732001.784123679
"Small","Near",-1,-1,0.235955056179775,0.412081499307083,638139.736781698
"Small","Near",-1,-1,0.258426966292135,-1.62988528547125,503012.898239371
"Small","Near",-1,-1,0.280898876404494,0.263170750389673,733718.800187976
"Small","Near",-1,-1,0.303370786516854,0.117849425741035,709326.93138976
"Small","Near",-1,-1,0.325842696629213,-0.941112146409648,466344.127622075
"Small","Near",-1,-1,0.348314606741573,0.0421044652339366,591020.780579353
"Small","Near",-1,-1,0.370786516853933,0.13182577779093,838651.252478959
"Small","Near",-1,-1,0.393258426966292,0.52328219239274,496352.501623597
"Small","Near",-1,-1,0.415730337078652,0.691352868450928,615330.026765638
"Small","Near",-1,-1,0.438202247191011,0.312452166549829,767294.19566683
"Small","Near",-1,-1,0.460674157303371,1.10967032111861,514082.121800678
"Small","Near",-1,-1,0.48314606741573,0.77651223495951,379547.014257513
"Small","Near",-1,-1,0.50561797752809,1.16776922323617,851410.982295655
"Small","Near",-1,-1,0.528089887640449,1.28191655929301,858492.64969337
"Small","Near",-1,-1,0.550561797752809,0.72879407133924,649435.490351433
"Small","Near",-1,-1,0.573033707865168,0.46773523376771,710832.226011283
"Small","Near",-1,-1,0.595505617977528,-0.880556137180326,670795.424115051
"Small","Near",-1,-1,0.617977528089888,-0.566601117399485,655381.181115773
"Small","Near",-1,-1,0.640449438202247,-0.810739090865102,781421.469838029
"Small","Near",-1,-1,0.662921348314607,-1.57665898164003,834133.424491039
"Small","Near",-1,-1,0.685393258426966,-1.25604363014746,601500.437915592
"Small","Near",-1,-1,0.707865168539326,-0.81230360578718,710166.179057062
"Small","Near",-1,-1,0.730337078651685,-0.473931700296483,771383.133728251
"Small","Near",-1,-1,0.752808988764045,0.0282058293221211,708300.63615248
"Small","Near",-1,-1,0.775280898876404,2.52023862347474,322389.164318711
"Small","Near",-1,-1,0.797752808988764,0.447068504617447,254192.258239105
"Small","Near",-1,-1,0.820224719101124,0.115668898877118,736185.497113277
"Small","Near",-1,-1,0.842696629213483,0.147578012781477,854826.823455732
"Small","Near",-1,-1,0.865168539325843,-0.268127750186637,434477.48392698
"Small","Near",-1,-1,0.887640449438202,-0.660471375699423,760732.323166625
"Small","Near",-1,-1,0.910112359550562,-0.172531170050828,698544.090788121
"Small","Near",-1,-1,0.932584269662921,-0.199960388381676,779140.323110241
"Small","Near",-1,-1,0.955056179775281,-0.151561876691302,880804.625392483
"Small","Near",-1,-1,0.97752808988764,-1.62591026773566,683226.128100819
"Small","Near",-1,-1,1,0.754195399721671,551456.324090156
"Medium","Near",-1,-1,-1,1.83672966342353,1015095.45028895
"Medium","Near",-1,-1,-0.97752808988764,-1.6403516719845,1045104.82565436
"Medium","Near",-1,-1,-0.955056179775281,-1.13093499204277,840952.122978771
"Medium","Near",-1,-1,-0.932584269662921,-0.841997924589278,614480.258725623
"Medium","Near",-1,-1,-0.910112359550562,-1.39344080641712,729184.877348167
"Medium","Near",-1,-1,-0.887640449438202,-1.3631099023709,555298.832195005
"Medium","Near",-1,-1,-0.865168539325843,0.339246891302593,824956.083095738
"Medium","Near",-1,-1,-0.842696629213483,-0.51891016672027,719961.319526213
"Medium","Near",-1,-1,-0.820224719101124,-0.242359806396046,336128.709112973
"Medium","Near",-1,-1,-0.797752808988764,1.80189818280594,524443.645744958
"Medium","Near",-1,-1,-0.775280898876405,-0.0241561860395782,316845.804329642
"Medium","Near",-1,-1,-0.752808988764045,2.34254687491696,847768.24681917
"Medium","Near",-1,-1,-0.730337078651685,1.91418452593063,594957.746943648
"Medium","Near",-1,-1,-0.707865168539326,-0.0363093517655669,459730.961496139
"Medium","Near",-1,-1,-0.685393258426966,1.54267468306069,626067.641311552
"Medium","Near",-1,-1,-0.662921348314607,0.121225635727293,707306.002576471
"Medium","Near",-1,-1,-0.640449438202247,-1.23331809052501,498854.917299824
"Medium","Near",-1,-1,-0.617977528089888,-0.63990815882192,638532.963943749
"Medium","Near",-1,-1,-0.595505617977528,-0.330464773397457,548634.892569416
"Medium","Near",-1,-1,-0.573033707865169,0.669459306524897,755596.074379322
"Medium","Near",-1,-1,-0.550561797752809,0.527983024803863,991118.375703108
"Medium","Near",-1,-1,-0.528089887640449,0.400512004240132,793590.900628335
"Medium","Near",-1,-1,-0.50561797752809,1.00807240230116,641209.349623637
"Medium","Near",-1,-1,-0.48314606741573,-1.67895102694854,753334.694261883
"Medium","Near",-1,-1,-0.460674157303371,0.988899562054386,853096.924387761
"Medium","Near",-1,-1,-0.438202247191011,-0.0928870228102443,447426.957966622
"Medium","Near",-1,-1,-0.415730337078652,0.482137609848861,543080.56156761
"Medium","Near",-1,-1,-0.393258426966292,0.328540274726394,713394.750013055
"Medium","Near",-1,-1,-0.370786516853933,-1.23931986535251,412107.969100697
"Medium","Near",-1,-1,-0.348314606741573,-0.525393716538661,859416.784437899
"Medium","Near",-1,-1,-0.325842696629213,-1.11324327584041,653240.895642458
"Medium","Near",-1,-1,-0.303370786516854,0.483255807967269,371185.584194175
"Medium","Near",-1,-1,-0.280898876404494,-0.117864359192801,535386.943826551
"Medium","Near",-1,-1,-0.258426966292135,-0.300046496779002,551312.711738368
"Medium","Near",-1,-1,-0.235955056179775,-0.635132679994456,496341.366788439
"Medium","Near",-1,-1,-0.213483146067416,-0.769830588782885,904750.859132604
"Medium","Near",-1,-1,-0.191011235955056,0.796746240412525,624048.924389309
"Medium","Near",-1,-1,-0.168539325842697,-1.2989597550012,670214.415490918
"Medium","Near",-1,-1,-0.146067415730337,-0.329180018807686,473450.969825957
"Medium","Near",-1,-1,-0.123595505617978,0.135040225009651,573294.755889763
"Medium","Near",-1,-1,-0.101123595505618,1.04553336278392,613982.051864183
"Medium","Near",-1,-1,-0.0786516853932584,-0.865396742254097,434944.145762652
"Medium","Near",-1,-1,-0.0561797752808989,-0.44457490694247,813158.631267298
"Medium","Near",-1,-1,-0.0337078651685394,-1.46375731986829,733315.799367166
"Medium","Near",-1,-1,-0.0112359550561798,-0.536279570553324,555759.352712246
"Medium","Near",-1,-1,0.0112359550561798,-0.539856244044199,862875.35839102
"Medium","Near",-1,-1,0.0337078651685392,1.21912545812857,645129.119687029
"Medium","Near",-1,-1,0.0561797752808988,0.466735412449673,514368.252048941
"Medium","Near",-1,-1,0.0786516853932584,-0.0169916508561398,581961.768281886
"Medium","Near",-1,-1,0.101123595505618,0.820492397190227,325526.75569375
"Medium","Near",-1,-1,0.123595505617978,-0.366384438741563,817047.007595293
"Medium","Near",-1,-1,0.146067415730337,-0.104372686732855,563323.244812676
"Medium","Near",-1,-1,0.168539325842697,0.277385932680283,652770.30845085
"Medium","Near",-1,-1,0.191011235955056,1.62433297942709,603223.711847649
"Medium","Near",-1,-1,0.213483146067416,0.647848204972707,909293.940329059
"Medium","Near",-1,-1,0.235955056179775,0.412081499307083,399184.671983258
"Medium","Near",-1,-1,0.258426966292135,-1.62988528547125,651729.197815763
"Medium","Near",-1,-1,0.280898876404494,0.263170750389673,655061.683747096
"Medium","Near",-1,-1,0.303370786516854,0.117849425741035,651066.871412875
"Medium","Near",-1,-1,0.325842696629213,-0.941112146409648,579537.280059429
"Medium","Near",-1,-1,0.348314606741573,0.0421044652339366,582520.170305427
"Medium","Near",-1,-1,0.370786516853933,0.13182577779093,678053.494881507
"Medium","Near",-1,-1,0.393258426966292,0.52328219239274,485154.1035693
"Medium","Near",-1,-1,0.415730337078652,0.691352868450928,914619.210377385
"Medium","Near",-1,-1,0.438202247191011,0.312452166549829,588469.775622896
"Medium","Near",-1,-1,0.460674157303371,1.10967032111861,984472.695715281
"Medium","Near",-1,-1,0.48314606741573,0.77651223495951,546874.44168358
"Medium","Near",-1,-1,0.50561797752809,1.16776922323617,636992.97688767
"Medium","Near",-1,-1,0.528089887640449,1.28191655929301,338304.026989552
"Medium","Near",-1,-1,0.550561797752809,0.72879407133924,788684.189386413
"Medium","Near",-1,-1,0.573033707865168,0.46773523376771,400039.011540878
"Medium","Near",-1,-1,0.595505617977528,-0.880556137180326,147876.438723694
"Medium","Near",-1,-1,0.617977528089888,-0.566601117399485,425828.745593232
"Medium","Near",-1,-1,0.640449438202247,-0.810739090865102,609504.624772237
"Medium","Near",-1,-1,0.662921348314607,-1.57665898164003,591007.10897671
"Medium","Near",-1,-1,0.685393258426966,-1.25604363014746,553153.183001976
"Medium","Near",-1,-1,0.707865168539326,-0.81230360578718,544096.154227116
"Medium","Near",-1,-1,0.730337078651685,-0.473931700296483,954236.491242425
"Medium","Near",-1,-1,0.752808988764045,0.0282058293221211,650462.687472187
"Medium","Near",-1,-1,0.775280898876404,2.52023862347474,675307.885313359
"Medium","Near",-1,-1,0.797752808988764,0.447068504617447,523390.242565278
"Medium","Near",-1,-1,0.820224719101124,0.115668898877118,389681.949985112
"Medium","Near",-1,-1,0.842696629213483,0.147578012781477,1122749.40903294
"Medium","Near",-1,-1,0.865168539325843,-0.268127750186637,833420.320216929
"Medium","Near",-1,-1,0.887640449438202,-0.660471375699423,812252.810951975
"Medium","Near",-1,-1,0.910112359550562,-0.172531170050828,735036.978682523
"Medium","Near",-1,-1,0.932584269662921,-0.199960388381676,549817.075908219
"Medium","Near",-1,-1,0.955056179775281,-0.151561876691302,662256.420992681
"Medium","Near",-1,-1,0.97752808988764,-1.62591026773566,504389.327497106
"Medium","Near",-1,-1,1,0.754195399721671,881855.450240811
"Large","Near",-1,-1,-1,1.83672966342353,778362.646888909
"Large","Near",-1,-1,-0.97752808988764,-1.6403516719845,702685.329310665
"Large","Near",-1,-1,-0.955056179775281,-1.13093499204277,615019.290057233
"Large","Near",-1,-1,-0.932584269662921,-0.841997924589278,461670.589452526
"Large","Near",-1,-1,-0.910112359550562,-1.39344080641712,673023.16424867
"Large","Near",-1,-1,-0.887640449438202,-1.3631099023709,1068130.93650152
"Large","Near",-1,-1,-0.865168539325843,0.339246891302593,802448.622789783
"Large","Near",-1,-1,-0.842696629213483,-0.51891016672027,773294.875786863
"Large","Near",-1,-1,-0.820224719101124,-0.242359806396046,887778.212658468
"Large","Near",-1,-1,-0.797752808988764,1.80189818280594,855783.251429364
"Large","Near",-1,-1,-0.775280898876405,-0.0241561860395782,1005685.07618871
"Large","Near",-1,-1,-0.752808988764045,2.34254687491696,762640.550363551
"Large","Near",-1,-1,-0.730337078651685,1.91418452593063,391040.061915167
"Large","Near",-1,-1,-0.707865168539326,-0.0363093517655669,546000.377848771
"Large","Near",-1,-1,-0.685393258426966,1.54267468306069,667303.427729031
"Large","Near",-1,-1,-0.662921348314607,0.121225635727293,559207.36706211
"Large","Near",-1,-1,-0.640449438202247,-1.23331809052501,674995.252898329
"Large","Near",-1,-1,-0.617977528089888,-0.63990815882192,723546.064429489
"Large","Near",-1,-1,-0.595505617977528,-0.330464773397457,619998.605808246
"Large","Near",-1,-1,-0.573033707865169,0.669459306524897,811468.922537953
"Large","Near",-1,-1,-0.550561797752809,0.527983024803863,531758.047048963
"Large","Near",-1,-1,-0.528089887640449,0.400512004240132,925862.317594684
"Large","Near",-1,-1,-0.50561797752809,1.00807240230116,463343.26121038
"Large","Near",-1,-1,-0.48314606741573,-1.67895102694854,648996.703453137
"Large","Near",-1,-1,-0.460674157303371,0.988899562054386,327737.230873404
"Large","Near",-1,-1,-0.438202247191011,-0.0928870228102443,651106.056875242
"Large","Near",-1,-1,-0.415730337078652,0.482137609848861,604846.54186028
"Large","Near",-1,-1,-0.393258426966292,0.328540274726394,490638.734035644
"Large","Near",-1,-1,-0.370786516853933,-1.23931986535251,280157.106947222
"Large","Near",-1,-1,-0.348314606741573,-0.525393716538661,538607.439883954
"Large","Near",-1,-1,-0.325842696629213,-1.11324327584041,740140.60578817
"Large","Near",-1,-1,-0.303370786516854,0.483255807967269,600512.351848806
"Large","Near",-1,-1,-0.280898876404494,-0.117864359192801,658157.815959183
"Large","Near",-1,-1,-0.258426966292135,-0.300046496779002,583121.572278866
"Large","Near",-1,-1,-0.235955056179775,-0.635132679994456,578998.986471891
"Large","Near",-1,-1,-0.213483146067416,-0.769830588782885,452010.880442752
"Large","Near",-1,-1,-0.191011235955056,0.796746240412525,943711.755426703
"Large","Near",-1,-1,-0.168539325842697,-1.2989597550012,608441.691339665
"Large","Near",-1,-1,-0.146067415730337,-0.329180018807686,483934.50850837
"Large","Near",-1,-1,-0.123595505617978,0.135040225009651,838542.249710572
"Large","Near",-1,-1,-0.101123595505618,1.04553336278392,813359.399356352
"Large","Near",-1,-1,-0.0786516853932584,-0.865396742254097,865645.038311771
"Large","Near",-1,-1,-0.0561797752808989,-0.44457490694247,953418.746268161
"Large","Near",-1,-1,-0.0337078651685394,-1.46375731986829,195349.039591777
"Large","Near",-1,-1,-0.0112359550561798,-0.536279570553324,763505.745682131
"Large","Near",-1,-1,0.0112359550561798,-0.539856244044199,852201.159624601
"Large","Near",-1,-1,0.0337078651685392,1.21912545812857,714814.077483841
"Large","Near",-1,-1,0.0561797752808988,0.466735412449673,446507.698860292
"Large","Near",-1,-1,0.0786516853932584,-0.0169916508561398,589648.666738877
"Large","Near",-1,-1,0.101123595505618,0.820492397190227,399033.907076283
"Large","Near",-1,-1,0.123595505617978,-0.366384438741563,465409.831914745
"Large","Near",-1,-1,0.146067415730337,-0.104372686732855,538894.458332467
"Large","Near",-1,-1,0.168539325842697,0.277385932680283,1036060.07831015
"Large","Near",-1,-1,0.191011235955056,1.62433297942709,662655.242822503
"Large","Near",-1,-1,0.213483146067416,0.647848204972707,780614.282477899
"Large","Near",-1,-1,0.235955056179775,0.412081499307083,545828.32901484
"Large","Near",-1,-1,0.258426966292135,-1.62988528547125,680549.666290681
"Large","Near",-1,-1,0.280898876404494,0.263170750389673,550007.535568326
"Large","Near",-1,-1,0.303370786516854,0.117849425741035,487506.128053217
"Large","Near",-1,-1,0.325842696629213,-0.941112146409648,553791.425172798
"Large","Near",-1,-1,0.348314606741573,0.0421044652339366,763602.8873207
"Large","Near",-1,-1,0.370786516853933,0.13182577779093,602110.33063175
"Large","Near",-1,-1,0.393258426966292,0.52328219239274,805044.703742565
"Large","Near",-1,-1,0.415730337078652,0.691352868450928,684623.679885564
"Large","Near",-1,-1,0.438202247191011,0.312452166549829,642773.953557618
"Large","Near",-1,-1,0.460674157303371,1.10967032111861,495258.841444301
"Large","Near",-1,-1,0.48314606741573,0.77651223495951,456100.081208525
"Large","Near",-1,-1,0.50561797752809,1.16776922323617,819017.00710088
"Large","Near",-1,-1,0.528089887640449,1.28191655929301,669216.268680751
"Large","Near",-1,-1,0.550561797752809,0.72879407133924,847277.30166641
"Large","Near",-1,-1,0.573033707865168,0.46773523376771,496714.099749671
"Large","Near",-1,-1,0.595505617977528,-0.880556137180326,466566.298078122
"Large","Near",-1,-1,0.617977528089888,-0.566601117399485,375521.046637591
"Large","Near",-1,-1,0.640449438202247,-0.810739090865102,379272.85831177
"Large","Near",-1,-1,0.662921348314607,-1.57665898164003,513826.186909782
"Large","Near",-1,-1,0.685393258426966,-1.25604363014746,842266.766871006
"Large","Near",-1,-1,0.707865168539326,-0.81230360578718,865715.813985966
"Large","Near",-1,-1,0.730337078651685,-0.473931700296483,683932.396338242
"Large","Near",-1,-1,0.752808988764045,0.0282058293221211,674248.561965927
"Large","Near",-1,-1,0.775280898876404,2.52023862347474,743880.640535499
"Large","Near",-1,-1,0.797752808988764,0.447068504617447,736862.582233362
"Large","Near",-1,-1,0.820224719101124,0.115668898877118,642104.941428741
"Large","Near",-1,-1,0.842696629213483,0.147578012781477,423642.945438455
"Large","Near",-1,-1,0.865168539325843,-0.268127750186637,791131.621420044
"Large","Near",-1,-1,0.887640449438202,-0.660471375699423,601191.491128856
"Large","Near",-1,-1,0.910112359550562,-0.172531170050828,594044.798244744
"Large","Near",-1,-1,0.932584269662921,-0.199960388381676,567997.109471731
"Large","Near",-1,-1,0.955056179775281,-0.151561876691302,334778.576066689
"Large","Near",-1,-1,0.97752808988764,-1.62591026773566,495874.810901058
"Large","Near",-1,-1,1,0.754195399721671,1041005.25677799
"Small","Far",-1,-1,-1,1.83672966342353,675879.471299713
"Small","Far",-1,-1,-0.97752808988764,-1.6403516719845,254844.969583405
"Small","Far",-1,-1,-0.955056179775281,-1.13093499204277,637831.692304654
"Small","Far",-1,-1,-0.932584269662921,-0.841997924589278,657734.303100636
"Small","Far",-1,-1,-0.910112359550562,-1.39344080641712,769311.609711456
"Small","Far",-1,-1,-0.887640449438202,-1.3631099023709,547315.124395858
"Small","Far",-1,-1,-0.865168539325843,0.339246891302593,695886.291830627
"Small","Far",-1,-1,-0.842696629213483,-0.51891016672027,756359.827513923
"Small","Far",-1,-1,-0.820224719101124,-0.242359806396046,1006559.80591487
"Small","Far",-1,-1,-0.797752808988764,1.80189818280594,798864.82179712
"Small","Far",-1,-1,-0.775280898876405,-0.0241561860395782,378041.380314119
"Small","Far",-1,-1,-0.752808988764045,2.34254687491696,810770.269926102
"Small","Far",-1,-1,-0.730337078651685,1.91418452593063,724265.690964812
"Small","Far",-1,-1,-0.707865168539326,-0.0363093517655669,595974.078385739
"Small","Far",-1,-1,-0.685393258426966,1.54267468306069,782567.069862219
"Small","Far",-1,-1,-0.662921348314607,0.121225635727293,476008.075345726
"Small","Far",-1,-1,-0.640449438202247,-1.23331809052501,742890.355219281
"Small","Far",-1,-1,-0.617977528089888,-0.63990815882192,695883.589207866
"Small","Far",-1,-1,-0.595505617977528,-0.330464773397457,803945.805378443
"Small","Far",-1,-1,-0.573033707865169,0.669459306524897,350661.908242827
"Small","Far",-1,-1,-0.550561797752809,0.527983024803863,393961.417158908
"Small","Far",-1,-1,-0.528089887640449,0.400512004240132,1026682.88708107
"Small","Far",-1,-1,-0.50561797752809,1.00807240230116,711343.709648704
"Small","Far",-1,-1,-0.48314606741573,-1.67895102694854,763500.172899366
"Small","Far",-1,-1,-0.460674157303371,0.988899562054386,598627.964024801
"Small","Far",-1,-1,-0.438202247191011,-0.0928870228102443,695034.109785229
"Small","Far",-1,-1,-0.415730337078652,0.482137609848861,259260.23665917
"Small","Far",-1,-1,-0.393258426966292,0.328540274726394,802181.454703698
"Small","Far",-1,-1,-0.370786516853933,-1.23931986535251,465447.011329807
"Small","Far",-1,-1,-0.348314606741573,-0.525393716538661,612567.55622207
"Small","Far",-1,-1,-0.325842696629213,-1.11324327584041,525567.120758285
"Small","Far",-1,-1,-0.303370786516854,0.483255807967269,683677.167984985
"Small","Far",-1,-1,-0.280898876404494,-0.117864359192801,488732.144726112
"Small","Far",-1,-1,-0.258426966292135,-0.300046496779002,543751.665593326
"Small","Far",-1,-1,-0.235955056179775,-0.635132679994456,691687.999566003
"Small","Far",-1,-1,-0.213483146067416,-0.769830588782885,713844.752879284
"Small","Far",-1,-1,-0.191011235955056,0.796746240412525,754374.020177728
"Small","Far",-1,-1,-0.168539325842697,-1.2989597550012,468817.413425479
"Small","Far",-1,-1,-0.146067415730337,-0.329180018807686,529114.482484166
"Small","Far",-1,-1,-0.123595505617978,0.135040225009651,803754.125783916
"Small","Far",-1,-1,-0.101123595505618,1.04553336278392,592901.880019822
"Small","Far",-1,-1,-0.0786516853932584,-0.865396742254097,849950.753998049
"Small","Far",-1,-1,-0.0561797752808989,-0.44457490694247,544622.890781979
"Small","Far",-1,-1,-0.0337078651685394,-1.46375731986829,865546.621768221
"Small","Far",-1,-1,-0.0112359550561798,-0.536279570553324,896567.104624425
"Small","Far",-1,-1,0.0112359550561798,-0.539856244044199,781035.809704104
"Small","Far",-1,-1,0.0337078651685392,1.21912545812857,743088.428811245
"Small","Far",-1,-1,0.0561797752808988,0.466735412449673,921980.007282779
"Small","Far",-1,-1,0.0786516853932584,-0.0169916508561398,633642.777467302
"Small","Far",-1,-1,0.101123595505618,0.820492397190227,401753.690390852
"Small","Far",-1,-1,0.123595505617978,-0.366384438741563,607426.244292301
"Small","Far",-1,-1,0.146067415730337,-0.104372686732855,304353.685781243
"Small","Far",-1,-1,0.168539325842697,0.277385932680283,750349.937917548
"Small","Far",-1,-1,0.191011235955056,1.62433297942709,675082.186745954
"Small","Far",-1,-1,0.213483146067416,0.647848204972707,669061.318797488
"Small","Far",-1,-1,0.235955056179775,0.412081499307083,747813.882826956
"Small","Far",-1,-1,0.258426966292135,-1.62988528547125,489954.395629013
"Small","Far",-1,-1,0.280898876404494,0.263170750389673,705089.018040311
"Small","Far",-1,-1,0.303370786516854,0.117849425741035,621702.656804133
"Small","Far",-1,-1,0.325842696629213,-0.941112146409648,497935.141270611
"Small","Far",-1,-1,0.348314606741573,0.0421044652339366,336810.192850096
"Small","Far",-1,-1,0.370786516853933,0.13182577779093,765725.562159273
"Small","Far",-1,-1,0.393258426966292,0.52328219239274,632374.476424997
"Small","Far",-1,-1,0.415730337078652,0.691352868450928,917756.000065214
"Small","Far",-1,-1,0.438202247191011,0.312452166549829,507542.129315816
"Small","Far",-1,-1,0.460674157303371,1.10967032111861,837204.475424663
"Small","Far",-1,-1,0.48314606741573,0.77651223495951,702154.921435699
"Small","Far",-1,-1,0.50561797752809,1.16776922323617,517740.161472404
"Small","Far",-1,-1,0.528089887640449,1.28191655929301,643524.59581076
"Small","Far",-1,-1,0.550561797752809,0.72879407133924,840434.124412572
"Small","Far",-1,-1,0.573033707865168,0.46773523376771,743359.104459469
"Small","Far",-1,-1,0.595505617977528,-0.880556137180326,592797.247748121
"Small","Far",-1,-1,0.617977528089888,-0.566601117399485,636237.982612846
"Small","Far",-1,-1,0.640449438202247,-0.810739090865102,711740.604671863
"Small","Far",-1,-1,0.662921348314607,-1.57665898164003,794591.091568544
"Small","Far",-1,-1,0.685393258426966,-1.25604363014746,368913.102521458
"Small","Far",-1,-1,0.707865168539326,-0.81230360578718,768653.08862635
"Small","Far",-1,-1,0.730337078651685,-0.473931700296483,519518.234146244
"Small","Far",-1,-1,0.752808988764045,0.0282058293221211,914144.431099955
"Small","Far",-1,-1,0.775280898876404,2.52023862347474,395393.823757873
"Small","Far",-1,-1,0.797752808988764,0.447068504617447,538681.377568642
"Small","Far",-1,-1,0.820224719101124,0.115668898877118,939443.651845682
"Small","Far",-1,-1,0.842696629213483,0.147578012781477,758236.711241901
"Small","Far",-1,-1,0.865168539325843,-0.268127750186637,615277.119252789
"Small","Far",-1,-1,0.887640449438202,-0.660471375699423,758945.797494399
"Small","Far",-1,-1,0.910112359550562,-0.172531170050828,457298.3978442
"Small","Far",-1,-1,0.932584269662921,-0.199960388381676,456558.158594141
"Small","Far",-1,-1,0.955056179775281,-0.151561876691302,506778.992593358
"Small","Far",-1,-1,0.97752808988764,-1.62591026773566,613627.776953242
"Small","Far",-1,-1,1,0.754195399721671,569244.196035248
"Medium","Far",-1,-1,-1,1.83672966342353,418717.976711929
"Medium","Far",-1,-1,-0.97752808988764,-1.6403516719845,993331.902596564
"Medium","Far",-1,-1,-0.955056179775281,-1.13093499204277,518668.262587488
"Medium","Far",-1,-1,-0.932584269662921,-0.841997924589278,605835.521601197
"Medium","Far",-1,-1,-0.910112359550562,-1.39344080641712,835273.167280762
"Medium","Far",-1,-1,-0.887640449438202,-1.3631099023709,486915.344143439
"Medium","Far",-1,-1,-0.865168539325843,0.339246891302593,451685.205978468
"Medium","Far",-1,-1,-0.842696629213483,-0.51891016672027,496230.590651376
"Medium","Far",-1,-1,-0.820224719101124,-0.242359806396046,734418.550771845
"Medium","Far",-1,-1,-0.797752808988764,1.80189818280594,584794.898311616
"Medium","Far",-1,-1,-0.775280898876405,-0.0241561860395782,642344.454627373
"Medium","Far",-1,-1,-0.752808988764045,2.34254687491696,624153.846687012
"Medium","Far",-1,-1,-0.730337078651685,1.91418452593063,693731.740776948
