"size","dist_km","renovated","location","size_cat","dist_cat","price"
159.957921900786,60.494649959146,"No","Rural","Medium","Near",1371353.72131753
238.618789659813,42.5069526274456,"No","Rural","Large","Near",1755110.28866568
207.305282889865,68.3165278739762,"No","Rural","Medium","Far",1593370.75668473
227.545600337908,79.1026569448877,"No","Rural","Large","Far",1669136.92214646
50.1561933313496,64.9069989769487,"No","Rural","Small","Near",744676.657591045
168.829143524636,29.055707381689,"Yes","Urban","Medium","Far",2079587.66289497
105.029721290339,21.9801681628451,"No","Urban","Small","Far",1496412.68468686
144.954134430736,84.1228094609687,"No","Rural","Medium","Far",1121191.12006812
203.192750818562,10.7973846099339,"No","Urban","Medium","Near",2322655.68797485
137.949477310758,90.7565576460911,"No","Rural","Medium","Far",1095910.30953789
77.7838560868986,5.09630846290383,"Yes","Urban","Small","Near",1608297.09868949
110.904868179932,16.8107189235743,"Yes","Urban","Small","Far",1779036.12204639
217.013896862045,79.8397842771374,"No","Rural","Medium","Far",1496113.11795042
154.41169491969,4.62951744638849,"Yes","Urban","Medium","Near",2036824.4268386
247.048958507366,9.06821497576311,"No","Urban","Large","Near",2663562.17295688
75.7161610643379,83.4095381147927,"Yes","Rural","Small","Far",996196.241512772
158.723185374402,9.80098399915732,"No","Urban","Medium","Near",1870391.07354173
296.239244996104,5.80481170373969,"No","Urban","Large","Near",2930588.54607568
273.262778599747,56.4240793976933,"No","Rural","Large","Near",1949087.84973394
271.617265196983,65.7182201225078,"No","Rural","Large","Near",1913165.41443136
93.7631625682116,3.45686231506988,"Yes","Urban","Small","Near",1624874.705187
82.6739228912629,28.47612193448,"No","Urban","Small","Far",1401609.79057153
213.275481259916,97.1554594888585,"No","Rural","Medium","Far",1588489.50636153
135.87911806535,82.8235282929381,"No","Rural","Medium","Far",1101143.2372189
214.189531991724,10.9714470951585,"No","Urban","Medium","Near",2330729.44111481
130.093310622033,11.4047028316418,"No","Urban","Small","Near",1719910.82801534
96.9227798166685,25.2307300962275,"No","Urban","Small","Far",1424526.71195295
245.573575329036,95.1195989764528,"No","Rural","Large","Far",1612811.84493573
73.39874667814,94.4585867796559,"Yes","Rural","Small","Far",919926.217145089
166.69476039242,26.6211221022531,"No","Urban","Medium","Far",1949435.55863295
177.876364975236,30.0419893966755,"No","Urban","Medium","Far",1986210.32579283
199.997239816003,8.95312914648093,"No","Urban","Medium","Near",2156919.99407255
133.205885079224,97.8110891050892,"No","Rural","Medium","Far",1144375.23024776
172.153258416802,88.5262667044299,"No","Rural","Medium","Far",1317117.62237863
288.618456874974,33.0000962520717,"Yes","Rural","Large","Near",2195168.2552729
170.7255992922,36.9090195529861,"No","Rural","Medium","Near",1472762.68200391
272.587555530481,25.1481708718929,"Yes","Urban","Large","Far",2817035.88115871
278.609546727967,60.2643001882825,"Yes","Rural","Large","Near",2098077.81124644
202.18374558026,27.6065184214385,"Yes","Urban","Medium","Far",2309547.54860908
152.672444132622,26.868503489648,"No","Urban","Medium","Far",1831506.93221711
86.7736727348529,79.7265171573963,"No","Rural","Small","Far",848175.978775016
283.824950817507,34.954298461671,"No","Rural","Large","Near",2038880.86780456
125.307224993594,70.5940951540833,"Yes","Rural","Small","Far",1208075.17474832
65.1801428874023,10.4139809550252,"No","Urban","Small","Near",1239408.92757004
286.931735009421,11.2907508716453,"Yes","Urban","Large","Near",2962549.67652624
230.149068357423,3.35533572919667,"No","Urban","Large","Near",2503203.2443866
85.5735738994554,79.1203858959489,"No","Rural","Small","Far",900666.694664314
187.321164016612,74.6173377969535,"Yes","Rural","Medium","Far",1561484.8927295
288.522809639107,26.9579046540894,"No","Urban","Large","Far",2885347.6484027
196.370838279836,50.0690886116354,"No","Rural","Medium","Near",1479918.69556404
151.127570436802,34.9403878865996,"No","Rural","Medium","Near",1346619.77434587
211.973369831685,65.8257021574536,"No","Rural","Medium","Near",1565027.46773819
129.955154273193,88.7847069674172,"Yes","Rural","Small","Far",1396486.78130987
126.930002716836,30.8915396590019,"No","Urban","Small","Far",1688740.25494488
104.941907816101,10.9837570075179,"No","Urban","Small","Near",1665006.89363076
142.372216458898,10.0339995903196,"No","Urban","Medium","Near",1811977.30179683
296.054800867569,31.5039896841627,"No","Urban","Large","Far",2802795.48826184
88.5505752055906,8.65183050371706,"No","Urban","Small","Near",1415958.45114057
72.7609999710694,26.1916399478214,"Yes","Urban","Small","Far",1447756.55494399
85.4767269454896,10.2991278168047,"No","Urban","Small","Near",1441944.15479565
222.501775377896,22.9487464709673,"No","Urban","Large","Far",2312468.68309502
204.814120847732,41.9142416940304,"No","Rural","Medium","Near",1563360.69622295
272.848529287148,56.084131061798,"No","Rural","Large","Near",1857102.96651802
218.249773152638,1.16405547142494,"Yes","Urban","Medium","Near",2543357.23386372
234.269434481394,76.1344323738012,"No","Rural","Large","Far",1678214.37790296
180.283931444865,57.2827133443207,"No","Rural","Medium","Near",1369583.22185968
214.959612418897,14.9282722246135,"No","Urban","Medium","Near",2283906.2770199
255.451365036424,11.7900152984075,"Yes","Urban","Large","Near",2721566.09626363
246.570387925021,17.2743613389321,"No","Urban","Large","Far",2540789.74115892
294.955479342025,8.19639046478551,"Yes","Urban","Large","Near",3046741.91974894
159.857884061057,42.2345661296276,"No","Rural","Medium","Near",1431836.93482468
127.925550518557,55.0774974527303,"No","Rural","Small","Near",1235344.80448112
152.368738153018,17.6435453821905,"No","Urban","Medium","Far",1864120.54545696
52.6167779578827,43.4502568299649,"Yes","Rural","Small","Near",968890.111863005
95.9623810020275,31.7061359350337,"Yes","Urban","Small","Far",1591849.32108101
260.682329721749,2.56139205186628,"No","Urban","Large","Near",2663088.94588825
107.790445513092,21.1127885814058,"No","Urban","Small","Far",1556893.68418215
109.774988912977,16.5576385670574,"Yes","Urban","Small","Far",1775798.52247051
69.1727913334034,1.14824697154108,"No","Urban","Small","Near",1320727.46469421
111.430919507984,6.84072439651936,"No","Urban","Small","Near",1581336.02723701
233.033801382408,90.2972740906989,"Yes","Rural","Large","Far",1827809.9326384
261.863291275222,55.3399804228684,"No","Rural","Large","Near",1826254.63926737
174.381816771347,29.0878981772112,"No","Urban","Medium","Far",2007546.33522413
146.977257460821,22.344468172756,"Yes","Urban","Medium","Far",1990834.07880723
111.612248537131,40.1044154458214,"No","Rural","Small","Near",1179318.91715086
77.774115325883,38.2086004107259,"Yes","Rural","Small","Near",1106521.19498224
147.498608811293,91.0291550849797,"No","Rural","Medium","Far",1198126.46293653
192.983828496654,5.82882948149927,"No","Urban","Medium","Near",2206663.0436522
104.223190702032,12.9639818591531,"Yes","Urban","Small","Near",1664811.23426731
161.19200050598,9.5161559333792,"No","Urban","Medium","Near",1957870.82811171
104.49766718084,30.7766274220776,"No","Urban","Small","Far",1550756.96291916
175.574890815187,34.7979465889512,"No","Rural","Medium","Near",1459509.69583647
138.476142962463,72.0265036332421,"No","Rural","Medium","Far",1171422.09143873
212.496289703995,3.13199880858883,"No","Urban","Medium","Near",2278462.1540831
143.678489152808,12.6804833015194,"No","Urban","Medium","Near",1828135.46150672
138.861345197074,7.85167630657088,"No","Urban","Medium","Near",1851275.84306247
183.421986363828,28.6879242006689,"No","Urban","Medium","Far",2130631.22323409
235.083590098657,49.8039487615461,"No","Rural","Large","Near",1793147.9908415
105.27573445579,11.112620051601,"No","Urban","Small","Near",1593671.88425124
153.186529653613,43.7723959528375,"Yes","Rural","Medium","Near",1408451.99259451
116.421671712305,5.92647357296664,"No","Urban","Small","Near",1678794.36223807
207.493263366632,20.8174963999772,"Yes","Urban","Medium","Far",2405912.55956995
95.9571226965636,25.2359930712264,"No","Urban","Small","Far",1453308.70995763
265.911027858965,54.9119072506437,"No","Rural","Large","Near",1912100.40039668
236.642001033761,20.2197332608048,"No","Urban","Large","Far",2472098.35999233
217.071162431967,71.2278692197287,"Yes","Rural","Medium","Far",1716751.91090727
204.504468315281,21.855021655676,"Yes","Urban","Medium","Far",2378644.80378052
143.059515056666,30.2949826599797,"Yes","Urban","Medium","Far",1916943.67630105
182.458921463694,32.2557597769191,"No","Urban","Medium","Far",2081192.89628602
268.670585716609,71.6454118088586,"No","Rural","Large","Far",1784089.5268135
195.437524945009,10.1615607687272,"No","Urban","Medium","Near",2219048.70646765
259.94194119703,29.7153736260952,"No","Urban","Large","Far",2658043.37679078
128.112041228451,12.7591776481131,"No","Urban","Small","Near",1693086.02305975
227.072580554523,23.7917063843925,"No","Urban","Large","Far",2339093.8940082
116.254451521672,74.6571169106755,"No","Rural","Small","Far",1035440.10419055
198.585798509885,4.67566269414965,"No","Urban","Medium","Near",2260919.6805226
170.32245012233,27.603182557039,"No","Urban","Medium","Far",1935421.09150016
116.258182865568,46.782992160297,"No","Rural","Small","Near",1193896.3316994
191.147608694155,75.8906777395168,"No","Rural","Medium","Far",1356249.54550147
278.297055757139,4.3993222231511,"No","Urban","Large","Near",2753730.2730575
275.468597374856,70.2262620965485,"No","Rural","Large","Far",1833532.40625707
118.541655375157,27.0895402913447,"No","Urban","Small","Far",1625064.38888122
130.370689101983,11.5609199799364,"No","Urban","Small","Near",1692628.53641959
296.410221094266,67.7291945548495,"No","Rural","Large","Far",2033454.14767045
204.998327547219,41.022603767924,"Yes","Rural","Medium","Near",1821692.99457027
284.328522288706,71.9346869038418,"Yes","Rural","Large","Far",2105946.17448558
166.633175581228,18.881092401105,"No","Urban","Medium","Far",2027982.65603265
151.708148315083,8.82456849736627,"Yes","Urban","Medium","Near",2037778.51477216
214.807581051718,5.22937935229857,"No","Urban","Medium","Near",2250908.19692894
88.0866542109288,71.1483649612637,"Yes","Rural","Small","Far",1105312.34428187
193.216764554381,17.6985988171073,"Yes","Urban","Medium","Far",2386864.21202393
109.681506711058,31.1025153280934,"No","Urban","Small","Far",1593924.24157111
290.589734108653,14.2290016857442,"No","Urban","Large","Near",2696663.87039324
200.341431493871,41.6664176509948,"No","Rural","Medium","Near",1516538.57015442
178.757431812119,60.5196215189062,"No","Rural","Medium","Near",1337741.26419741
150.643335550558,70.9120226692175,"No","Rural","Medium","Far",1242107.58442166
270.061635307502,9.38122097786982,"No","Urban","Large","Near",2629263.28797646
141.022966196761,17.6743237348273,"No","Urban","Medium","Far",1863578.17237478
122.059820173308,89.4109751802171,"No","Rural","Small","Far",1099519.72922818
92.6613087765872,94.9015466676792,"No","Rural","Small","Far",993188.563674655
93.0429365951568,29.6816118963761,"No","Urban","Small","Far",1450308.5183863
170.510651380755,24.4965538005345,"No","Urban","Medium","Far",1960953.43924756
113.241232128348,4.06848106393591,"Yes","Urban","Small","Near",1815186.67687895
104.063697403762,70.3314706607489,"No","Rural","Small","Far",1017594.80340303
218.594097020105,88.2991377532016,"Yes","Rural","Medium","Far",1725500.07981884
61.9159068563022,26.2739780470729,"Yes","Urban","Small","Far",1318249.0038819
225.213271868415,22.1449477437418,"No","Urban","Large","Far",2321159.80463309
137.972159613855,49.7116099286359,"No","Rural","Medium","Near",1197193.2404201
152.235999482218,79.1343514458276,"No","Rural","Medium","Far",1309268.17905642
255.237830989063,46.2502296513412,"Yes","Rural","Large","Near",2135610.85946583
279.714337037876,19.7119936486706,"No","Urban","Large","Far",2750782.39109418
120.632082526572,92.640480347909,"Yes","Rural","Small","Far",1271430.06544944
290.276198426727,21.3641584712313,"Yes","Urban","Large","Far",2841913.61982865
232.098607067019,12.2778384420089,"No","Urban","Large","Near",2419048.61824128
221.593770501204,28.4631451778114,"No","Urban","Large","Far",2324647.94307623
63.2109856931493,13.8032063941937,"Yes","Urban","Small","Near",1405068.06307052
148.805033660028,74.5592214574572,"No","Rural","Medium","Far",1267098.78321509
169.461344962474,74.2166642384836,"No","Rural","Medium","Far",1311764.01761835
190.063315920997,21.5406114909565,"No","Urban","Medium","Far",2065090.18624235
224.565398716368,1.3133150638314,"No","Urban","Large","Near",2468349.46518672
278.920884605031,84.1257990972372,"No","Rural","Large","Far",1881226.79636249
204.587806842756,8.6037111626938,"No","Urban","Medium","Near",2191936.40532625
157.105377188418,31.414786908892,"Yes","Urban","Medium","Far",2034111.76397292
185.52009180421,95.5481368885376,"Yes","Rural","Medium","Far",1488632.87209351
64.6196221467108,22.0618789782748,"No","Urban","Small","Far",1341144.89825936
115.214214264415,4.14057460310869,"No","Urban","Small","Near",1715277.91797723
149.287988326978,43.6712897382677,"Yes","Rural","Medium","Near",1300397.80404909
99.4361841701902,30.8395465365611,"No","Urban","Small","Far",1562979.58352868
257.981890707742,85.3303609037539,"No","Rural","Large","Far",1728231.83038502
88.2218057056889,13.8366455966607,"No","Urban","Small","Near",1437867.86459909
250.854635506403,60.0713306304533,"Yes","Rural","Large","Near",1928155.61413896
186.706539138686,71.0458624997409,"Yes","Rural","Medium","Far",1591152.10187333
215.579410502687,16.6859781130916,"No","Urban","Medium","Far",2369714.93715657
92.9246234707534,74.0375639224658,"No","Rural","Small","Far",892791.599781755
208.263839955907,8.57566575473174,"No","Urban","Medium","Near",2369662.12340207
127.967436693143,26.4678626541281,"No","Urban","Small","Far",1742854.57938078
231.138586602174,85.3835646517109,"No","Rural","Large","Far",1738743.36690133
149.734956165776,31.5294612621656,"No","Urban","Medium","Far",1878665.45238602
292.339102784172,5.36094358412083,"No","Urban","Large","Near",2891385.45315665
291.849592654034,15.1923673092388,"No","Urban","Large","Near",2929185.78995747
231.675634754356,16.4214536350919,"Yes","Urban","Large","Far",2632953.30863125
114.304186613299,43.6304747627582,"No","Rural","Small","Near",1155968.148286
105.446983664297,15.3744994591689,"No","Urban","Small","Near",1484233.72469315
198.261412919965,80.4149005218642,"No","Rural","Medium","Far",1514416.92417975
116.880358033814,39.3327497586142,"No","Rural","Small","Near",1074959.50319148
182.767599716317,29.5396656622179,"Yes","Urban","Medium","Far",2256492.77483822
246.322917821817,60.1417120255064,"Yes","Rural","Large","Near",1942815.1818205
92.0152026345022,75.5366272811079,"No","Rural","Small","Far",959634.846228407
151.099795254413,30.281296733534,"Yes","Urban","Medium","Far",1941569.30304724
167.894069408067,1.3125687611755,"Yes","Urban","Medium","Near",2133290.54953862
267.026701720897,49.8814376071095,"No","Rural","Large","Near",1969334.87846045
281.426988961175,9.17072992108297,"No","Urban","Large","Near",2764507.27968301
270.494389825035,15.5573175369063,"No","Urban","Large","Near",2752554.90522746
218.546710629016,13.8345766286366,"No","Urban","Medium","Near",2313090.02109976
287.541744834743,58.4013910172507,"Yes","Rural","Large","Near",2115708.63572906
179.111223563086,66.8013964383863,"No","Rural","Medium","Far",1424062.63608387
194.129755324684,67.5717009254731,"No","Rural","Medium","Far",1499201.450088
134.082801477052,93.9311494090362,"No","Rural","Medium","Far",1015034.54052464
136.83115785243,20.5303054788383,"No","Urban","Medium","Far",1813602.67352035
55.0060751382262,5.04820728860795,"Yes","Urban","Small","Near",1431235.76481782
175.703261408489,28.7727440641029,"No","Urban","Medium","Far",1990311.75540675
267.760853411164,63.3902582945302,"No","Rural","Large","Near",1803351.76249326
51.5751959872432,17.1277638725005,"No","Urban","Small","Far",1167921.37817376
68.0142809986137,20.89006440097,"Yes","Urban","Small","Far",1488240.28926274
91.052806249354,83.3166527870344,"No","Rural","Small","Far",900999.633212184
242.583518568426,25.9263490128797,"Yes","Urban","Large","Far",2648253.03617307
233.796076453291,30.893462589127,"Yes","Urban","Large","Far",2522907.51806674
292.968908918556,21.83604891086,"No","Urban","Large","Far",2899090.6559053
166.618094209116,57.8337840829045,"No","Rural","Medium","Near",1318436.37124415
68.596128327772,55.9176967811072,"No","Rural","Small","Near",912422.221208383
212.204531079624,22.086921060225,"No","Urban","Medium","Far",2290744.73651245
239.64829237666,42.3334965173854,"No","Rural","Large","Near",1690125.80090161
84.2765202512965,11.9213890326209,"No","Urban","Small","Near",1430091.28588335
149.146148655564,82.6205436862074,"Yes","Rural","Medium","Far",1363861.1149148
106.246332300361,15.2156565770274,"No","Urban","Small","Near",1657629.69495672
64.4896401325241,77.6193532667821,"No","Rural","Small","Far",802467.383640054
148.973172076512,2.89722179295495,"No","Urban","Medium","Near",1829929.69598786
66.2320749950595,93.2932161801727,"No","Rural","Small","Far",940906.809915076
106.471608229913,5.82369445834775,"No","Urban","Small","Near",1559293.17347107
63.6572772753425,11.8398851213278,"No","Urban","Small","Near",1339295.88115101
217.570509889629,34.427706694114,"Yes","Rural","Medium","Near",1775755.98196642
124.435445654672,70.5620457528858,"No","Rural","Small","Far",1140969.61716861
75.1803955761716,21.0700166242896,"Yes","Urban","Small","Far",1445577.91381831
67.9760243045166,28.1905166672077,"No","Urban","Small","Far",1225160.27339582
270.110142196063,14.0054474318167,"No","Urban","Large","Near",2732495.19778527
238.561850518454,23.192901265691,"No","Urban","Large","Far",2488770.7803802
254.151471902151,7.21426081948448,"Yes","Urban","Large","Near",2729705.27735856
295.535093417857,17.6261261749314,"No","Urban","Large","Far",2889704.6979602
75.8999112411402,29.343522711657,"Yes","Urban","Small","Far",1455563.92706751
74.7604573378339,78.8043717335677,"No","Rural","Small","Far",884027.831134809
249.707902793307,10.6272722547874,"Yes","Urban","Large","Near",2735747.47264156
246.143816632684,65.0528281560401,"No","Rural","Large","Near",1723764.58030901
52.3574762744829,28.9309896738268,"Yes","Urban","Small","Far",1382784.90024277
244.766470696777,22.4366553738946,"No","Urban","Large","Far",2556781.62328109
232.347662979737,14.7904438455589,"No","Urban","Large","Near",2506020.13562032
207.532963203266,57.3300081805792,"Yes","Rural","Medium","Near",1714902.3434812
170.227707491722,8.62315971881617,"Yes","Urban","Medium","Near",2154278.9773548
89.159212843515,34.2331281723455,"Yes","Rural","Small","Near",1243255.67744501
52.0538799581118,61.9791096169502,"No","Rural","Small","Near",771145.759314626
163.114598556422,8.34672249550931,"No","Urban","Medium","Near",1926634.63259868
173.073332186323,22.6586234899005,"Yes","Urban","Medium","Far",2199720.40303226
147.396777884569,32.2905087659601,"Yes","Urban","Medium","Far",1966326.94013022
166.166485473514,53.759260395891,"Yes","Rural","Medium","Near",1478706.0870241
228.319750179071,51.2218380451668,"No","Rural","Large","Near",1650135.28466587
63.8254815828986,64.4509252399439,"No","Rural","Small","Near",851538.819267133
138.695774378721,56.5008349000709,"No","Rural","Medium","Near",1162089.46929215
250.703068228904,31.9374674624996,"No","Urban","Large","Far",2474008.39007445
258.927209256217,92.3050205525942,"Yes","Rural","Large","Far",1908014.27023401
109.437351243105,31.5010467770044,"No","Urban","Small","Far",1625764.42767957
138.496525655501,67.806970407255,"Yes","Rural","Medium","Far",1423563.64305823
264.221355039626,24.4384755945066,"No","Urban","Large","Far",2591729.72190154
263.440843450371,26.0683847018518,"No","Urban","Large","Far",2609408.60421053
123.973863851279,43.5665399261052,"Yes","Rural","Small","Near",1310436.0979529
86.7620811448433,58.4395998599939,"Yes","Rural","Small","Near",1090388.12845896
225.998015329242,23.1984400566434,"No","Urban","Large","Far",2421766.14733136
75.9516720543616,96.8055989342974,"No","Rural","Small","Far",770463.280328252
58.4319432498887,48.0616604787065,"No","Rural","Small","Near",784522.825393634
299.851131986361,17.8871311997063,"No","Urban","Large","Far",2878036.58236751
58.7187010212801,19.5612470909255,"No","Urban","Small","Far",1279732.41161618
134.597820939962,21.7936661925633,"No","Urban","Medium","Far",1762979.91099942
278.765940410085,31.1204793831566,"No","Urban","Large","Far",2764333.2751462
204.308817407582,87.1683077875059,"No","Rural","Medium","Far",1508987.58005423
121.571337175556,9.3394104198087,"No","Urban","Small","Near",1666256.7938771
234.449350752402,9.06768413621467,"Yes","Urban","Large","Near",2677218.01236777
258.51357729407,14.7036227011122,"No","Urban","Large","Near",2745028.89473998
128.567695105448,65.9666080737952,"No","Rural","Small","Near",1153869.29463066
173.141636955552,13.3281474851537,"No","Urban","Medium","Near",2018066.54127151
224.343441554811,71.9802022568183,"Yes","Rural","Large","Far",1799014.01066809
210.36558849737,12.7503734007478,"No","Urban","Medium","Near",2326022.02237457
210.980728745926,47.4594346759841,"Yes","Rural","Medium","Near",1757529.02546719
294.463351205923,54.2475115886191,"No","Rural","Large","Near",2071765.61981606
153.683833614923,66.5777266724035,"No","Rural","Medium","Far",1298938.73019524
79.8511949949898,96.1808416800341,"No","Rural","Small","Far",910004.95619073
181.507415033411,5.26158349600155,"No","Urban","Medium","Near",2230494.15411341
106.26833770657,3.58364920364693,"No","Urban","Small","Near",1562172.54552432
171.602941013407,3.40096332423855,"No","Urban","Medium","Near",2040138.38184175
142.553699621931,37.3200537881348,"Yes","Rural","Medium","Near",1414551.48249512
295.837545196991,31.5787892809603,"Yes","Urban","Large","Far",2980045.94165551
147.079778788611,25.9647140167654,"No","Urban","Medium","Far",1783276.1450837
107.311210082844,21.621147857164,"No","Urban","Small","Far",1557760.57503051
205.824386572931,22.7393172839656,"No","Urban","Medium","Far",2184701.5269174
84.1350492672063,11.8887107644696,"No","Urban","Small","Near",1326194.34771079
291.867373581044,86.8567858589813,"No","Rural","Large","Far",1934577.12880256
178.767951973714,13.2772800690727,"Yes","Urban","Medium","Near",2180388.15158271
90.7675823080353,4.91519833623897,"No","Urban","Small","Near",1408581.36082041
205.475573788863,34.136300625978,"No","Rural","Medium","Near",1583872.98831786
296.488541306462,28.3445958696539,"No","Urban","Large","Far",2836267.5129385
217.192879365757,67.3944790725363,"Yes","Rural","Medium","Far",1746772.2661359
154.728974227328,21.4435249940725,"Yes","Urban","Medium","Far",1966138.7192984
130.836248293053,19.149478449137,"No","Urban","Small","Far",1775941.48684512
258.813829987776,29.1633986635134,"Yes","Urban","Large","Far",2730032.75041994
85.9542609076016,88.2904694927856,"No","Rural","Small","Far",977761.484589366
98.203986720182,13.4894227432087,"No","Urban","Small","Near",1606618.38387793
274.184670660179,36.3510208256776,"No","Rural","Large","Near",1947001.74221359
127.029888576362,4.05961349338759,"No","Urban","Small","Near",1736206.1335128
140.825135877822,23.8839971146081,"Yes","Urban","Medium","Far",2043632.95123537
245.986619684845,29.0271609842312,"No","Urban","Large","Far",2472794.28303314
98.344669979997,18.5222017781343,"No","Urban","Small","Far",1436544.94103064
54.4414529693313,33.4750873735175,"No","Rural","Small","Near",942304.461283171
151.651966571808,81.7763534665573,"No","Rural","Medium","Far",1168339.74553119
170.791917317547,13.4902027316857,"No","Urban","Medium","Near",1985236.62385587
155.46123754466,5.10162921645679,"Yes","Urban","Medium","Near",2042319.68498417
135.702200420201,29.3374309026403,"Yes","Urban","Medium","Far",1859355.87809719
266.620828665327,15.0548091428354,"Yes","Urban","Large","Near",2806172.91533814
163.777012738865,14.6544485090999,"No","Urban","Medium","Near",2038978.67150975
183.441218407825,14.1426957077347,"No","Urban","Medium","Near",2127235.4717911
290.96083297627,81.1175919679226,"Yes","Rural","Large","Far",2036382.6868891
243.647885520477,5.44837280421052,"No","Urban","Large","Near",2553670.69792687
